ANIO,COMBUSTIBLE,KILOMETROS,MARCA,PRECIO_NORMAL,PUERTAS,REGION,TIPO_AVISO,TIPO_CATEGORIA,TRANSMISION,VERSION,AIRBAG_ACOMP,AIRBAG_CONDUC,AIRBAG_CORTINA,AIRBAG_LAT,AIRBAG_TRAS,ALARMA,CIERRE_AUT_MOV,FRENOS_ABS,ISOFIX,AIRE_ACON,BLUETOOTH,CNTRL_VEL_CRUCERO,GPS,MANOS_LIBRES,RANGO_KM,RANGO_PRECIO,LOG_PRECIO,Label
2017,BENCINA,28500,SUZUKI,10900000.0,2,RM,ASISTIDA,CAMIONETA,AUTOMATICA,SX4 S-CROSS,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.204273347199372,11147492.774276178
2013,DIESEL,116000,NISSAN,8300000.0,4,RM,PARTICULAR,PICK UP,MANUAL,NAVARA,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.931766072766827,7595605.488400567
2018,BENCINA,20000,AUDI,17900000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,Q3,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.70031127081098,18483932.345515523
2015,BENCINA,36000,PEUGEOT,10500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,308,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"(15000, 40000]","(10000000, 15000000]",16.166885815127753,11147492.774276178
2009,BENCINA,65440,CHEVROLET,2500000.0,3,RM,PARTICULAR,HATCHBACK,MANUAL,CORSA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(0, 2500000]",14.73180128983843,3738327.9627806228
2014,BENCINA,50000,OPEL,7990000.0,5 o MAS,V REGION,,HATCHBACK,MANUAL,ASTRA,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2013,DIESEL,70000,MERCEDES BENZ,12290000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,A 200,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"(60000, 100000]","(10000000, 15000000]",16.324296481542216,12964971.592633026
2012,BENCINA,162000,HYUNDAI,7800000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,MANUAL,SANTA FE,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.86963429165982,7531415.236314787
2017,BENCINA,31500,AUDI,16990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,Q3,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.648135493648116,16309470.86142876
2018,BENCINA,28400,TOYOTA,13000000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,NO,SI,NO,NO,"(15000, 40000]","(10000000, 15000000]",16.38045991542581,13207786.239853026
2010,DIESEL,68000,TOYOTA,3500000.0,5 o MAS,II REGION,PARTICULAR,CAMIONETA,AUTOMATICA,HILUX,NO,SI,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,"(60000, 100000]","(2500000, 5000000]",15.068273526459642,3738327.9627806228
2018,BENCINA,23500,HYUNDAI,14790000.0,4,RM,ASISTIDA,FAMILIAR,MANUAL,SANTA FE,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.50946183468698,15718383.636740806
2014,BENCINA,36000,BMW,16980000.0,2,RM,PARTICULAR,COUPA,AUTOMATICA,420,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.647546738847474,16309470.86142876
2019,BENCINA,3300,FORD,14390000.0,5 o MAS,RM,ASISTIDA,SEDAN,AUTOMATICA,FUSION,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(1000, 15000]","(10000000, 15000000]",16.482044078863552,14408297.736487929
2013,BENCINA,118000,CHEVROLET,3550000.0,4,VIII REGION,PARTICULAR,SEDAN,MANUAL,SAIL,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.082458161451598,3738327.9627806228
2016,BENCINA,30435,FORD,13790000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,ESCAPE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.439454249769483,13256218.46793639
2011,BENCINA,78000,KIA,5000000.0,4,RM,PARTICULAR,SEDAN,MANUAL,CERATO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.424948470398375,5793810.818171797
2016,BENCINA,45000,HYUNDAI,7450000.0,4,RM,PARTICULAR,SEDAN,MANUAL,ACCENT,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.823724590355742,7531415.236314787
2011,BENCINA,155000,HONDA,9990000.0,5 o MAS,V REGION,,MONOVOLUMEN,AUTOMATICA,PILOT,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.117095150624735,9309667.617617149
2013,BENCINA,81000,FORD,10390000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,ESCAPE,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.156354363075412,11147492.774276178
2012,BENCINA,89309,DODGE,8280000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,JOURNEY,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,SI,NO,NO,"(60000, 100000]","(5000000, 10000000]",15.929353526361442,7595605.488400567
2016,BENCINA,27000,KIA,8500000.0,5 o MAS,II REGION,PARTICULAR,HATCHBACK,MANUAL,RIO,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.955576721460545,9218220.246763278
2013,BENCINA,48163,HONDA,8480000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,CR-V,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.953221007768086,9218220.246763278
2014,BENCINA,96000,FORD,12000000.0,4,RM,PARTICULAR,PICK UP,AUTOMATICA,F-150,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.300417207752275,11230986.928328918
2013,BENCINA,89000,SUZUKI,6190000.0,5 o MAS,V REGION,ASISTIDA,HATCHBACK,AUTOMATICA,SWIFT,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.638445644660779,5793810.818171797
2012,DIESEL,139000,VOLKSWAGEN,9980000.0,4,RM,,CAMIONETA,MANUAL,AMAROK,NO,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,SI,NO,"(100000, 250000]","(5000000, 10000000]",16.116093648287645,9309667.617617149
2012,BENCINA,72970,MINI,7780000.0,3,VIII REGION,ASISTIDA,HATCHBACK,MANUAL,COOPER,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.867066896154574,7531415.236314787
2015,BENCINA,61000,MERCEDES BENZ,17480000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,GLA 250,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,SI,"(60000, 100000]","(15000000, 20000000]",16.676567928191663,18483932.345515523
2017,DIESEL,50268,DS,14990000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,DS 4,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.522893870078782,15727181.679868855
2007,DIESEL,224000,AUDI,7450000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,A6,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.823724590355742,7531415.236314787
2015,BENCINA,55000,OPEL,7980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,ASTRA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2016,BENCINA,22000,TOYOTA,11250000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,RAV-4,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.235878686614704,11147492.774276178
2014,BENCINA,55000,SUZUKI,5500000.0,5 o MAS,V REGION,PARTICULAR,HATCHBACK,MANUAL,SWIFT,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2008,BENCINA,139617,FORD,7900000.0,4,RM,PARTICULAR,PICK UP,AUTOMATICA,F-150,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.88237331743725,7536823.400307035
2016,BENCINA,45000,KIA,4700000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,MORNING,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,"(40000, 60000]","(2500000, 5000000]",15.363073066680286,3952143.5583148208
2015,BENCINA,58800,HYUNDAI,7990000.0,5 o MAS,IV REGION,PARTICULAR,MONOVOLUMEN,MANUAL,TUCSON,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.893701317742458,7547440.849876728
2015,DIESEL,135000,MITSUBISHI,13690000.0,4,V REGION,,PICK UP,MANUAL,L-200,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,SI,"(100000, 250000]","(10000000, 15000000]",16.43217619726463,13232330.783546198
2016,DIESEL,80000,SSANGYONG,10580000.0,4,RM,,PICK UP,MANUAL,ACTYON SPORTS,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.174475984394427,11147492.774276178
2015,BENCINA,63500,SUZUKI,7000000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,MANUAL,GRAND NOMADE,NO,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.761420707019587,7531415.236314787
2013,BENCINA,85500,HYUNDAI,3390000.0,4,RM,ASISTIDA,HATCHBACK,MANUAL,I10,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.036340479356634,3738327.9627806228
2014,BENCINA,119000,KIA,4990000.0,4,RM,ASISTIDA,SEDAN,MANUAL,RIO 4,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.422946467727702,5793810.818171797
2017,BENCINA,30000,BAIC,7980000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,X35,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2014,DIESEL,80000,SSANGYONG,10990000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,REXTON,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2013,BENCINA,57000,TOYOTA,8700000.0,4,RM,PARTICULAR,CAMIONETA,AUTOMATICA,RAV-4,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.978833583624812,9241640.001980443
2012,BENCINA,50000,BMW,14390000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,330,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.482044078863552,14408297.736487929
2012,BENCINA,66000,TOYOTA,7690000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,MANUAL,RAV-4,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.855431341481827,7531415.236314787
2018,BENCINA,5000,VOLKSWAGEN,5980000.0,4,RM,,SEDAN,MANUAL,VOYAGE,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,SI,NO,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.603931125926815,5793810.818171797
2016,BENCINA,36000,FORD,7600000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,FOCUS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.84365880525656,7531415.236314787
2016,BENCINA,46000,HYUNDAI,7280000.0,4,RM,ASISTIDA,SEDAN,MANUAL,ACCENT,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.80064142017287,7531415.236314787
2013,DIESEL,95000,CITROEN,9490000.0,5 o MAS,RM,PARTICULAR,UTILITARIO,AUTOMATICA,C4 PICASSO,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.06574917058611,9241640.001980443
2013,DIESEL,101600,BMW,10990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,X1,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(100000, 250000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2014,DIESEL,49000,SSANGYONG,9190000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,KORANDO,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.03362649433187,9241640.001980443
2017,BENCINA,22163,CHEVROLET,6000000.0,4,RM,PARTICULAR,SEDAN,MANUAL,PRISMA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.60727002719233,5793810.818171797
2012,BENCINA,46000,RENAULT,6500000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,MEGANE III,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2017,BENCINA,29950,TOYOTA,9290000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,YARIS,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,NO,"(15000, 40000]","(5000000, 10000000]",16.044449110790023,9241640.001980443
2013,BENCINA,86400,SUBARU,8990000.0,5 o MAS,X REGION,,FAMILIAR,AUTOMATICA,OUTBACK,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2014,BENCINA,28000,MG,4250000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,MG3,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(2500000, 5000000]",15.2624295409006,3738327.9627806228
2014,BENCINA,62000,CHEVROLET,5980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,SONIC,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.603931125926815,5793810.818171797
2017,BENCINA,30000,KIA,8880000.0,5 o MAS,RM,,HATCHBACK,MANUAL,SOUL,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.999312114968353,9241640.001980443
2014,DIESEL,81000,MITSUBISHI,9700000.0,4,X REGION,PARTICULAR,PICK UP,MANUAL,L-200,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.08763644347361,9247418.303200193
2016,BENCINA,35000,JEEP,12890000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,CHEROKEE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.37196237491537,13207786.239853026
2017,BENCINA,18000,MG,6150000.0,5 o MAS,V REGION,PARTICULAR,SEDAN,MANUAL,MG GT,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,NO,SI,SI,NO,"(15000, 40000]","(5000000, 10000000]",15.631962639782701,5793810.818171797
2015,BENCINA,24000,CHEVROLET,5250000.0,5 o MAS,RM,,HATCHBACK,MANUAL,SPARK,NO,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.473738634567807,5793810.818171797
2013,BENCINA,89248,JEEP,7890000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,COMPASS,NO,NO,SI,SI,SI,SI,NO,SI,SI,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.881106692822057,7536823.400307035
2015,BENCINA,56000,NISSAN,12990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,PATHFINDER,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,"(40000, 60000]","(10000000, 15000000]",16.379690388646782,13207786.239853026
2013,BENCINA,69000,NISSAN,7490000.0,5 o MAS,RM,ASISTIDA,FAMILIAR,AUTOMATICA,X-TRAIL,NO,NO,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.829079355493402,7531415.236314787
2014,BENCINA,80000,CITROEN,6190000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,C4,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.638445644660779,5793810.818171797
2016,BENCINA,60000,KIA,6350000.0,4,RM,PARTICULAR,SEDAN,MANUAL,RIO 4,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.663965370868874,5804043.104150385
2018,BENCINA,12000,HYUNDAI,13500000.0,5 o MAS,RM,PARTICULAR,CAMIONETA,MANUAL,TUCSON,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"(1000, 15000]","(10000000, 15000000]",16.41820024340866,13207786.239853026
2015,BENCINA,67866,SUZUKI,6790000.0,3,RM,,MONOVOLUMEN,MANUAL,GRAND VITARA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.730961499534878,7519969.086539413
2014,BENCINA,228000,SAMSUNG,10950000.0,4,RM,PARTICULAR,SEDAN,MANUAL,SM3,SI,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.208850014226783,11147492.774276178
2018,BENCINA,7400,AUDI,16790000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,Q2,NO,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,NO,SI,NO,"(1000, 15000]","(15000000, 20000000]",16.636294029053722,16131914.555706851
2016,BENCINA,45000,OPEL,8190000.0,3,RM,PARTICULAR,HATCHBACK,MANUAL,CORSA,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.918424455829252,7585012.572879854
2006,BENCINA,156000,TOYOTA,2490000.0,4,RM,ASISTIDA,HATCHBACK,MANUAL,YARIS,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(0, 2500000]",14.727793268440891,3738327.9627806228
2016,BENCINA,48000,FIAT,7590000.0,3,RM,ASISTIDA,HATCHBACK,AUTOMATICA,500,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,SI,NO,"(40000, 60000]","(5000000, 10000000]",15.842342149371813,7531415.236314787
2013,BENCINA,54000,CHEVROLET,9990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,CAPTIVA,NO,NO,SI,SI,SI,SI,SI,SI,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.117095150624735,9309667.617617149
2017,BENCINA,10000,KIA,9000000.0,4,RM,PARTICULAR,SEDAN,MANUAL,CERATO,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,"(1000, 15000]","(5000000, 10000000]",16.012735135300492,9241640.001980443
2014,BENCINA,67000,BYD,3180000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,F0,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",14.972391754756359,3738327.9627806228
2015,DIESEL,109297,CHEVROLET,10290000.0,4,II REGION,PARTICULAR,PICK UP,MANUAL,D-MAX,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.146683107810233,11017252.72221404
2017,DIESEL,36000,PEUGEOT,13400000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,508,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.41076526492114,13207786.239853026
2010,BENCINA,65000,HONDA,4800000.0,4,VI REGION,PARTICULAR,SEDAN,AUTOMATICA,CIVIC,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.38412647587812,5067110.534295802
2009,BENCINA,65000,BMW,13900000.0,4,RM,,SEDAN,AUTOMATICA,750,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.44739939810092,13263550.806481037
2009,DIESEL,188000,CHEVROLET,6590000.0,5 o MAS,V REGION,,MONOVOLUMEN,MANUAL,CAPTIVA,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.70106390647869,5853792.889846972
2016,BENCINA,55000,FORD,10000000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,FOCUS,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,NO,"(40000, 60000]","(5000000, 10000000]",16.11809565095832,9309667.617617149
2016,BENCINA,30000,TOYOTA,6480000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,YARIS,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.684231068328458,5836993.045356355
2007,BENCINA,200000,SUBARU,5500000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,TRIBECA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2007,BENCINA,186000,JEEP,3900000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,COMPASS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.176487111099874,3738327.9627806228
2010,BENCINA,110000,VOLVO,8500000.0,5 o MAS,VIII REGION,PARTICULAR,MONOVOLUMEN,AUTOMATICA,XC 60,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.955576721460545,9218220.246763278
2017,BENCINA,53000,KIA,7380000.0,5 o MAS,RM,,HATCHBACK,MANUAL,RIO 5,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.814284196576656,7531415.236314787
2009,DIESEL,210000,JEEP,11800000.0,5 o MAS,VIII REGION,PARTICULAR,MONOVOLUMEN,AUTOMATICA,WRANGLER,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.283610089435893,11216170.501131449
2018,BENCINA,9900,AUDI,18490000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,A4,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,SI,"(1000, 15000]","(15000000, 20000000]",16.732740603363307,18483932.345515523
2015,DIESEL,80000,TOYOTA,11900000.0,4,RM,PARTICULAR,PICK UP,MANUAL,HILUX,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.292048958081757,11230986.928328918
2011,BENCINA,150000,HYUNDAI,6100000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,TUCSON,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.623799329143539,5793810.818171797
2015,DIESEL,98817,SSANGYONG,10300000.0,4,RM,PARTICULAR,PICK UP,MANUAL,ACTYON SPORTS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.147654453199863,11017252.72221404
2009,BENCINA,110000,HONDA,4900000.0,4,RM,PARTICULAR,CAMIONETA,AUTOMATICA,CR-V,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.404745763080856,5793810.818171797
2015,DIESEL,85000,PEUGEOT,13680000.0,5 o MAS,RM,ASISTIDA,SEDAN,MANUAL,EXPERT,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.43144547015868,13232330.783546198
2010,DIESEL,151000,KIA,7550000.0,4,RM,PARTICULAR,FAMILIAR,MANUAL,CARNIVAL II,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.837058121225207,7531415.236314787
2017,BENCINA,28000,HYUNDAI,6980000.0,4,RM,,SEDAN,MANUAL,ACCENT,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,"(15000, 40000]","(5000000, 10000000]",15.758559474738556,7531415.236314787
