ANIO;COLOR;COMBUSTIBLE;COMUNA;CONDICION;KILOMETROS;MARCA;PRECIO_NORMAL;PUERTAS;REGION;TIPO_AVISO;TIPO_CATEGORIA;TIPO_DIRECCION;TIPO_VEHICULO;TRANSMISION;VERSION;VISITAS;AIRBAG_ACOMP;AIRBAG_CONDUC;AIRBAG_CORTINA;AIRBAG_LAT;AIRBAG_TRAS;ALARMA;CIERRE_AUT_MOV;FRENOS_ABS;ISOFIX;AIRE_ACON;BLUETOOTH;CNTRL_VEL_CRUCERO;GPS;MANOS_LIBRES
2015;OTRO;BENCINA;NUNOA;;94000;HYUNDAI;6180000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;GRAND I10;12;NO;NO;SI;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;SI
2004;OTRO;BENCINA;LO BARNECHEA;;88000;MASERATI;18900000;2;RM;;COUPA;;;AUTOMATICA;COUPA�;1;NO;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2012;AZUL;BENCINA;LAS CONDES;;110000;SUBARU;6590000;4;RM;;FAMILIAR;;;AUTOMATICA;LEGACY;5;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2013;BLANCO;DIESEL;LAS CONDES;;122000;MAHINDRA;4890000;4;RM;;PICK UP;;;MANUAL;PIK-UP;8;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;59000;PEUGEOT;5990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;208;8;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2017;OTRO;BENCINA;NUNOA;;25000;HONDA;16980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;CR-V;3;NO;NO;NO;NO;NO;SI;SI;NO;NO;NO;NO;SI;NO;SI
2015;OTRO;BENCINA;LAS CONDES;;28000;SKODA;10480000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;FABIA;3;NO;NO;SI;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO
2013;OTRO;BENCINA;LAS CONDES;;72000;MITSUBISHI;7600000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;ASX;8;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;SI;SI;SI
2016;OTRO;BENCINA;NUNOA;;16900;DAIHATSU;7580000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;TERIOS;10;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2016;AZUL;BENCINA;LAS CONDES;;33000;BMW;13390000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;218;2;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI;NO
2014;OTRO;DIESEL;VITACURA;;54600;BMW;26990000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;X6;3;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2013;ROJO;BENCINA;SANTIAGO;;83000;RENAULT;5550000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;MEGANE III;7;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;SI
2011;OTRO;BENCINA;LO BARNECHEA;;73000;KIA;6480000;2;RM;ASISTIDA;COUPA;;;MANUAL;KOUP;3;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO
2014;OTRO;BENCINA;LAS CONDES;;60000;SUZUKI;6980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;GRAND NOMADE;9;NO;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI
2019;OTRO;BENCINA;LO BARNECHEA;;1200;INFINITI;34990000;2;RM;ASISTIDA;COUPA;;;AUTOMATICA;Q60;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
1994;OTRO;BENCINA;LO BARNECHEA;;47900;FERRARI;54990000;2;RM;;COUPA;;;MANUAL;348;27;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2016;GRIS;BENCINA;LAS CONDES;USADO;18000;KIA;5700000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;MORNING;1;NO;NO;SI;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;NO
2014;OTRO;BENCINA;LAS CONDES;;135000;SUZUKI;4380000;5 o MAS;RM;;HATCHBACK;;;MANUAL;SWIFT;19;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;NUNOA;;60000;CHEVROLET;4680000;5 o MAS;RM;;HATCHBACK;;;MANUAL;SPARK;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI
2011;OTRO;BENCINA;VITACURA;;74000;SUBARU;5990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;IMPREZA;5;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;77000;VOLVO;8980000;5 o MAS;RM;;HATCHBACK;;;MANUAL;V40;6;SI;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI
2016;OTRO;BENCINA;LAS CONDES;;71000;FORD;15980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;EXPLORER;9;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;NO
2016;OTRO;BENCINA;VITACURA;;35000;FIAT;5980000;3;RM;;PICK UP;;;MANUAL;STRADA;5;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;SI;SI;SI
2015;OTRO;BENCINA;VITACURA;;39970;CHEVROLET;3490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SPARK;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;NUNOA;;92000;CHEVROLET;10680000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;CAPTIVA;13;SI;NO;NO;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;28000;DODGE;22480000;4;RM;;PICK UP;;;AUTOMATICA;RAM 1500;3;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2009;PLATEADO;BENCINA;PROVIDENCIA;USADO;40000;BMW;21000000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;630;30;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2014;OTRO;BENCINA;LAS CONDES;;84000;RENAULT;6280000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;MEGANE;9;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;NO
2013;OTRO;BENCINA;LAS CONDES;;68000;MERCEDES BENZ;12900000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;A 250;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;DIESEL;LO BARNECHEA;;19600;PEUGEOT;8390000;4;RM;ASISTIDA;UTILITARIO;;;MANUAL;EXPERT;6;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;NUNOA;;46500;BYD;3180000;5 o MAS;RM;;HATCHBACK;;;MANUAL;F0;5;NO;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;SANTIAGO;;56000;NISSAN;6990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;QASHQAI;13;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;SI;SI
2014;PLATEADO;BENCINA;LAS CONDES;;42000;VOLVO;11900000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;V40 CROSS COUNTRY;15;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO
2015;OTRO;BENCINA;VITACURA;;95181;DODGE;18400000;4;RM;ASISTIDA;PICK UP;;;AUTOMATICA;RAM 1500;3;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO
2018;BLANCO;GAS;NUNOA;PRIMER DUENO;400;FORD;9990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;ECOSPORT;10;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO
2015;BLANCO;DIESEL;VITACURA;;81482;HYUNDAI;10075000;4;RM;ASISTIDA;UTILITARIO;;;MANUAL;NEW H1;1;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;ROJO;DIESEL;SANTIAGO;;210000;SSANGYONG;7490000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON SPORTS;7;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;SI;SI
2014;PLATEADO;BENCINA;LAS CONDES;;42000;VOLVO;11900000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;V40;1;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO
2010;BLANCO;BENCINA;LAS CONDES;;123500;VOLVO;5500000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;C30;9;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;NO;SI;NO
2018;AZUL;GAS;NUNOA;;15000;FORD;10990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;ECOSPORT;6;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO
2013;ROJO;DIESEL;SANTIAGO;;200000;SSANGYONG;7490000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON;4;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;SI;SI
2018;AZUL;GAS;NUNOA;;18000;SUZUKI;6990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SWIFT;12;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;NO
2018;BLANCO;BENCINA;LAMPA;USADO;39000;SUZUKI;4000000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;ALTO;0;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2006;OTRO;BENCINA;LAS CONDES;;171000;TOYOTA;3290000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;YARIS;3;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2007;ROJO;BENCINA;LA PINTANA;USADO;132000;KIA;1850000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;MORNING;5;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;GRIS;DIESEL;NUNOA;;44800;FORD;14900000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;RANGER;18;NO;NO;SI;SI;SI;SI;NO;NO;SI;NO;NO;NO;SI;NO
2011;PLATEADO;BENCINA;LAS CONDES;;116000;TOYOTA;4990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;URBAN CRUISER;15;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO
2011;OTRO;BENCINA;LAS CONDES;;115000;TOYOTA;10500000;4;RM;ASISTIDA;PICK UP;;;AUTOMATICA;TUNDRA;11;NO;NO;NO;NO;SI;NO;SI;SI;NO;NO;SI;NO;SI;SI
2017;PLATEADO;DIESEL;NUNOA;PRIMER DUENO;58500;MITSUBISHI;11990000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;L-200;30;NO;NO;SI;SI;SI;SI;NO;NO;SI;NO;SI;NO;SI;NO
2014;OTRO;DIESEL;TEMUCO;;88300;MAHINDRA;6680000;5 o MAS;IX REGION;ASISTIDA;FAMILIAR;;;MANUAL;SCORPIO;8;SI;SI;SI;SI;SI;NO;NO;SI;NO;NO;SI;NO;SI;SI
2011;OTRO;BENCINA;LAS CONDES;;32000;SUZUKI;6990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;NOMADE;1;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;SI
2012;OTRO;DIESEL;LA REINA;;115000;PEUGEOT;8390000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;5008;4;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;NO
2016;ROJO;DIESEL;NUNOA;;83000;TOYOTA;14790000;4;RM;ASISTIDA;CAMIONETA;;;MANUAL;HILUX;5;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;SI;SI;NO
2011;OTRO;BENCINA;LAS CONDES;;32000;SUZUKI;6990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;GRAND NOMADE;5;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;SI
2006;ROJO;BENCINA;OTRA UBICACION;USADO;135000;HYUNDAI;5500000;3;V REGION;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;COUPE;4;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;NO;SI;SI
2017;OTRO;DIESEL;VITACURA;;80000;CHEVROLET;10280000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;ORLANDO;11;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO
2012;GRIS;BENCINA;RANCAGUA;USADO;100000;BMW;7800000;3;VI REGION;PARTICULAR;COUPA;HIDRAULICA;;MANUAL;116;7;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;SI;NO;NO
2017;NEGRO;BENCINA;LAS CONDES;USADO;12800;HONDA;14600000;5 o MAS;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;CIVIC;19;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;NO;NO;NO;NO
2007;PLATEADO;BENCINA;LAS CONDES;;216000;SUBARU;3900000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;OUTBACK;17;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;DIESEL;SANTIAGO;;99000;SSANGYONG;9190000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON SPORTS;3;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;SI
2016;OTRO;DIESEL;SANTIAGO;;99000;SSANGYONG;9190000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON;5;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;SI
2014;PLATEADO;BENCINA;LAS CONDES;;67000;SUBARU;10490000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;FORESTER;8;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO;SI;NO
2010;GRIS;DIESEL;SANTIAGO;;66000;SSANGYONG;5900000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON SPORTS;7;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2010;GRIS;DIESEL;SANTIAGO;;66000;SSANGYONG;5900000;4;RM;ASISTIDA;PICK UP;;;MANUAL;ACTYON;4;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;DIESEL;TEMUCO;;11000;HYUNDAI;14880000;5 o MAS;IX REGION;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;TUCSON;18;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI;NO
2011;GRIS;BENCINA;SANTIAGO;;97000;RENAULT;4250000;4;RM;ASISTIDA;HATCHBACK;;;MANUAL;MEGANE III;4;NO;NO;SI;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI
2011;GRIS;BENCINA;SANTIAGO;;97000;RENAULT;4250000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;MEGANE;3;NO;NO;SI;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;16000;BMW;28990000;2;RM;ASISTIDA;CONVERTIBLE;;;AUTOMATICA;430;1;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2018;BLANCO;BENCINA;PENALOLEN;USADO;6600;BMW;30500000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;430;3;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2015;OTRO;DIESEL;SANTIAGO;;140000;PEUGEOT;7690000;4;RM;ASISTIDA;FAMILIAR;;;MANUAL;TEPEE;14;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI
2015;OTRO;BENCINA;LAS CONDES;;38224;BMW;10390000;2;RM;ASISTIDA;HATCHBACK;;;MANUAL;116;7;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2011;GRIS;BENCINA;LAS CONDES;USADO;53000;BMW;13000000;3;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;335;5;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;SI;NO
2016;OTRO;DIESEL;LINARES;;71000;TOYOTA;15850000;4;VII REGION;;PICK UP;;;MANUAL;HILUX;8;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;NO;NO;SI;NO
2017;OTRO;BENCINA;VITACURA;;23000;VOLKSWAGEN;8990000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;POLO;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;81000;AUDI;17500000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;Q7;6;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2013;OTRO;DIESEL;VITACURA;;95000;PEUGEOT;7390000;5 o MAS;RM;;HATCHBACK;;;MANUAL;308;5;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;ROJO;BENCINA;MELIPILLA;USADO;49300;BMW;13500000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;220;8;NO;NO;SI;NO;NO;SI;SI;NO;SI;NO;SI;NO;SI;NO
2015;OTRO;BENCINA;VITACURA;;84000;TOYOTA;9990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;44000;TOYOTA;8990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
1985;ROJO;BENCINA;VITACURA;;65502;PORSCHE;36900000;2;RM;;CONVERTIBLE;;;MANUAL;911;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;VITACURA;;142000;TOYOTA;6290000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;70000;TOYOTA;8990000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;99000;TOYOTA;8790000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;RAV-4;5;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;ROJO;BENCINA;VITACURA;;81000;TOYOTA;18990000;4;RM;;CAMIONETA;;;AUTOMATICA;HILUX;12;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;88000;SUBARU;10590000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;FORESTER;9;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VITACURA;;110000;NISSAN;7290000;5 o MAS;RM;;HATCHBACK;;;MANUAL;QASHQAI;2;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2011;OTRO;BENCINA;SANTIAGO;;90000;MERCEDES BENZ;15990000;2;RM;ASISTIDA;CONVERTIBLE;;;AUTOMATICA;E 350;4;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI
2011;OTRO;BENCINA;SANTIAGO;;90000;MERCEDES BENZ;15990000;2;RM;ASISTIDA;CONVERTIBLE;;;AUTOMATICA;E 250;6;NO;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;SI;SI
2019;OTRO;DIESEL;SANTIAGO;;750;FORD;22610000;4;RM;;PICK UP;;;AUTOMATICA;RANGER;11;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;NO;SI;SI
2013;OTRO;BENCINA;VITACURA;;88682;NISSAN;6980000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;QASHQAI;9;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;SANTIAGO;;119000;HYUNDAI;9990000;4;RM;ASISTIDA;UTILITARIO;;;MANUAL;NEW H1;3;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;SI;SI
2014;OTRO;DIESEL;SANTIAGO;;119000;HYUNDAI;9990000;5 o MAS;RM;ASISTIDA;UTILITARIO;;;MANUAL;H-1;1;SI;SI;SI;SI;SI;NO;NO;SI;SI;SI;SI;SI;SI;SI
2017;NEGRO;DIESEL;SANTIAGO;;20000;AUDI;16400000;4;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;A3;5;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;SI;SI
2014;OTRO;DIESEL;SANTIAGO;;20000;FORD;12890000;4;RM;;CAMIONETA;;;MANUAL;RANGER;8;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;38000;NISSAN;18390000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;PATHFINDER;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;PUERTO MONTT;;91114;HYUNDAI;8890000;5 o MAS;X REGION;;MONOVOLUMEN;;;MANUAL;TUCSON;6;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;26000;KIA;11690000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;SPORTAGE;23;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2008;OTRO;BENCINA;LAS CONDES;;99459;CHEVROLET;5950000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;TRAILBLAZER;5;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2015;OTRO;BENCINA;VITACURA;;75000;JEEP;8990000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;PATRIOT;4;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;SANTIAGO;;157000;DFM;3790000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;H30 CROSS;8;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;AZUL;BENCINA;PROVIDENCIA;USADO;45100;BMW;15900000;2;RM;PARTICULAR;COUPA;HIDRAULICA;;AUTOMATICA;120;13;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO
2014;OTRO;BENCINA;VITACURA;;82500;CHEVROLET;13850000;4;RM;ASISTIDA;PICK UP;;;AUTOMATICA;SILVERADO;27;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO;SI;NO
2012;OTRO;BENCINA;LO BARNECHEA;;144800;HONDA;8690000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;CR-V;6;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;NO
2015;PLATEADO;BENCINA;SANTIAGO;USADO;68000;HONDA;9200000;2;RM;PARTICULAR;COUPA;ASISTIDA;;AUTOMATICA;CIVIC;8;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;NO
2010;OTRO;BENCINA;LO BARNECHEA;;106200;RENAULT;3490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SANDERO;8;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;75620;DODGE;9880000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;JOURNEY;5;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;SI;SI;NO;NO
2013;OTRO;BENCINA;LA REINA;;98000;HYUNDAI;9890000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;SANTA FE;21;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO
2015;OTRO;BENCINA;LA REINA;;60000;AUDI;13950000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;Q3;13;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO
2018;OTRO;BENCINA;LA REINA;;9300;KIA;11980000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;SPORTAGE;30;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2014;AZUL;BENCINA;VITACURA;;53000;CHEVROLET;6980000;5 o MAS;RM;;FAMILIAR;;;MANUAL;TRACKER;32;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2018;OTRO;BENCINA;LA REINA;;9000;KIA;22980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;SORENTO;7;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2016;OTRO;BENCINA;LA REINA;;56000;KIA;12980000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;SORENTO;16;NO;NO;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2013;BLANCO;BENCINA;LO BARNECHEA;;89000;HONDA;8490000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;CR-V;9;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;NO;SI;SI
2007;BLANCO;BENCINA;LO BARNECHEA;;162000;HONDA;5390000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;CR-V;17;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;PLATEADO;BENCINA;LO BARNECHEA;;75000;KIA;8290000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;CARENS;8;NO;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2017;GRIS;BENCINA;VITACURA;;19000;PEUGEOT;10780000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;308;7;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO
