ANIO;COLOR;COMBUSTIBLE;COMUNA;CONDICION;KILOMETROS;MARCA;PRECIO_NORMAL;PUERTAS;REGION;TIPO_AVISO;TIPO_CATEGORIA;TIPO_DIRECCION;TIPO_VEHICULO;TRANSMISION;VERSION;VISITAS;AIRBAG_ACOMP;AIRBAG_CONDUC;AIRBAG_CORTINA;AIRBAG_LAT;AIRBAG_TRAS;ALARMA;CIERRE_AUT_MOV;FRENOS_ABS;ISOFIX;AIRE_ACON;BLUETOOTH;CNTRL_VEL_CRUCERO;GPS;MANOS_LIBRES
2015;OTRO;BENCINA;MAIPU;;49000;NISSAN;9390000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;QASHQAI;26;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;BLANCO;BENCINA;VINA DEL MAR;;70500;FORD;6990000;4;V REGION;ASISTIDA;SEDAN;;;MANUAL;FOCUS;38;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2018;BLANCO;BENCINA;CERRILLOS;;11567;NISSAN;11290000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;QASHQAI;136;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2015;GRIS;BENCINA;LAS CONDES;;76016;CHEVROLET;12590000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;TRAVERSE;29;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;BLANCO;BENCINA;LAS CONDES;;5931;VOLKSWAGEN;7362900;2;RM;;CAMIONETA;;;MANUAL;SAVEIRO;89;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;PLATEADO;DIESEL;LAS CONDES;;85380;CHEVROLET;8990000;5 o MAS;RM;;CAMIONETA;;;MANUAL;ORLANDO;38;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;LAS CONDES;;113000;PEUGEOT;6900000;5 o MAS;RM;;HATCHBACK;;;MANUAL;208;37;SI;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;SI;NO;SI
2013;OTRO;BENCINA;LAS CONDES;;81000;JEEP;22980000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;GRAND CHEROKEE;32;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI
2016;AZUL;BENCINA;NUNOA;;17672;CHEVROLET;9590000;4;RM;ASISTIDA;SEDAN;;;MANUAL;CRUZE;8;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;OTRO;BENCINA;VINA DEL MAR;;179000;CHEVROLET;6490000;4;V REGION;;PICK UP;;;AUTOMATICA;COLORADO;65;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;SANTIAGO;;39000;OPEL;7890000;3;RM;;HATCHBACK;;;MANUAL;CORSA;68;NO;NO;SI;NO;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO
2014;BLANCO;BENCINA;LA REINA;;73000;AUDI;9680000;3;RM;;HATCHBACK;;;AUTOMATICA;A1;37;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;GRIS;BENCINA;LO BARNECHEA;;63000;HONDA;19290000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;PILOT;31;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2016;BLANCO;BENCINA;LO BARNECHEA;;45952;HONDA;16990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;CR-V;24;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;VITACURA;;11700;PORSCHE;45950000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;CAYENNE;77;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2010;OTRO;BENCINA;LO BARNECHEA;;82200;MINI;6980000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;COOPER S;41;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;DIESEL;LO BARNECHEA;;245300;CHEVROLET;6580000;4;RM;ASISTIDA;PICK UP;;;MANUAL;D-MAX;87;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;MACUL;;8315;CHERY;3680000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;FACE;27;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;VITACURA;;11700;PORSCHE;45950000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;CAYENNE;77;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO
2010;OTRO;BENCINA;LO BARNECHEA;;82200;MINI;6980000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;COOPER S;41;SI;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;DIESEL;LO BARNECHEA;;245300;CHEVROLET;6580000;4;RM;ASISTIDA;PICK UP;;;MANUAL;D-MAX;87;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;MACUL;;8315;CHERY;3680000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;FACE;27;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;25000;AUDI;15490000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;Q3;64;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;AZUL;BENCINA;VITACURA;;42000;FIAT;6690000;2;RM;;CONVERTIBLE;;;MANUAL;500;48;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;BLANCO;BENCINA;NUNOA;;54142;CHEVROLET;6890000;4;RM;ASISTIDA;SEDAN;;;MANUAL;CRUZE;7;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2011;OTRO;BENCINA;LAS CONDES;;87000;VOLVO;7690000;4;RM;;SEDAN;;;AUTOMATICA;S60;47;NO;NO;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;NO
2017;OTRO;BENCINA;HUECHURABA;;27000;HYUNDAI;10280000;4;RM;;SEDAN;;;MANUAL;ELANTRA;21;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;MACUL;;64456;KIA;9180000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;CARENS;41;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;NO;SI;SI;SI
2018;OTRO;BENCINA;MAIPU;;28000;KIA;8380000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SOUL;59;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;MAIPU;;6000;KIA;6280000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;MORNING;82;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;SI;SI;SI;SI
2016;AZUL;BENCINA;VITACURA;;33000;VOLKSWAGEN;11980000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;GOLF;53;NO;NO;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;SI;NO
2014;OTRO;DIESEL;HUECHURABA;;145690;SSANGYONG;7990000;4;RM;;PICK UP;;;MANUAL;ACTYON SPORTS;64;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;33000;VOLKSWAGEN;11980000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;GOLF;48;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;SI;NO
2013;OTRO;DIESEL;HUECHURABA;;110362;SSANGYONG;8590000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;REXTON;59;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;VITACURA;;104675;PEUGEOT;5270000;5 o MAS;RM;;HATCHBACK;;;MANUAL;308;66;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;HUECHURABA;;65000;CHEVROLET;4990000;4;RM;;SEDAN;;;MANUAL;SAIL;9;NO;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2011;OTRO;DIESEL;HUECHURABA;;179004;VOLKSWAGEN;8990000;4;RM;;PICK UP;;;MANUAL;AMAROK;94;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2011;OTRO;BENCINA;VITACURA;;101000;LEXUS;7990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;IS;15;NO;NO;NO;NO;SI;NO;NO;SI;NO;SI;NO;NO;SI;NO
2015;OTRO;BENCINA;VITACURA;;59800;HYUNDAI;11980000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;SANTA FE;24;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VINA DEL MAR;;151000;GREAT WALL;4890000;4;V REGION;;PICK UP;;;MANUAL;WINGLE 5;34;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI
2010;OTRO;BENCINA;VITACURA;;168927;HYUNDAI;4360000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;TUCSON;80;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;BENCINA;HUECHURABA;;37800;CHEVROLET;5790000;4;RM;;SEDAN;;;MANUAL;SAIL;9;NO;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2010;OTRO;BENCINA;HUECHURABA;;60000;PEUGEOT;5500000;4;RM;;SEDAN;;;AUTOMATICA;407;39;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;CONCEPCION;;75000;TOYOTA;8190000;4;VIII REGION;ASISTIDA;SEDAN;;;MANUAL;COROLLA;16;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;HUECHURABA;;96411;PEUGEOT;8990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;4008;57;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;LO BARNECHEA;;138000;BMW;5990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;318;40;NO;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;9400;KIA;8400000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;RIO 5;39;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;NO;SI;SI;NO
2013;OTRO;BENCINA;HUECHURABA;;95800;LAND ROVER;9990000;2;RM;;FAMILIAR;;;AUTOMATICA;FREE LANDER 2;163;NO;NO;SI;NO;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;CONCEPCION;;19000;TOYOTA;10390000;4;VIII REGION;ASISTIDA;SEDAN;;;MANUAL;COROLLA;45;NO;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;LO BARNECHEA;;71000;DODGE;8470000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;JOURNEY;142;NO;NO;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;NO
2013;GRIS;BENCINA;VITACURA;;147186;NISSAN;6490000;5 o MAS;RM;;HATCHBACK;;;AUTOMATICA;QASHQAI;65;NO;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;NO
2013;PLATEADO;BENCINA;MACUL;;92620;KIA;7990000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;MANUAL;SPORTAGE;36;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2017;GRIS;BENCINA;LAS CONDES;PRIMER DUENO;10000;KIA;8480000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;RIO 5;53;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;AZUL;BENCINA;SANTIAGO;;26000;DODGE;17990000;3;RM;;CAMIONETA;;;AUTOMATICA;RAM 1500;77;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO
2012;BLANCO;BENCINA;OTRA UBICACION;;82000;NISSAN;7490000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;QASHQAI;10;NO;NO;SI;SI;SI;SI;SI;NO;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;VITACURA;;27732;SUZUKI;10290000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;VITARA;83;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO
2013;OTRO;BENCINA;SANTIAGO;;59000;VOLKSWAGEN;5670000;5 o MAS;RM;;SEDAN;;;MANUAL;VENTO;35;NO;NO;SI;NO;SI;NO;NO;SI;NO;NO;NO;SI;SI;NO
2017;GRIS;BENCINA;PROVIDENCIA;;34000;BMW;13480000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;BMW;24;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;SI;SI
2017;GRIS;BENCINA;PROVIDENCIA;;28000;PEUGEOT;6290000;4;RM;ASISTIDA;SEDAN;;;MANUAL;301;27;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;NO;NO;NO;NO
2013;OTRO;BENCINA;LAS CONDES;;46123;CHEVROLET;34345697;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;AVEO;10;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;VINA DEL MAR;;130720;HONDA;4690000;4;V REGION;ASISTIDA;SEDAN;;;AUTOMATICA;CIVIC;65;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;MACUL;;52000;BRILLIANCE;3480000;4;RM;;SEDAN;;;MANUAL;EUPHORIA;77;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VITACURA;;48000;MERCEDES BENZ;12490000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;C 180;30;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO
2017;OTRO;BENCINA;VITACURA;;14500;TOYOTA;7080000;4;RM;ASISTIDA;SEDAN;;;MANUAL;YARIS;25;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;NO
2015;;;LAS CONDES;;56000;;7480000;;RM;;;;;;;;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO
2011;OTRO;BENCINA;LO BARNECHEA;;115700;HYUNDAI;3590000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;GETZ;59;SI;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;BENCINA;VINA DEL MAR;;95000;KIA;10390000;5 o MAS;V REGION;;MONOVOLUMEN;;;MANUAL;SPORTAGE;26;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;LA REINA;;109000;NISSAN;6900000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;X-TRAIL;68;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;LA REINA;;88000;FORD;5580000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;ESCAPE;150;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;LO BARNECHEA;;63000;JAGUAR;25900000;4;RM;;SEDAN;;;AUTOMATICA;XF;13;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2014;BLANCO;BENCINA;SANTIAGO;;66000;BMW;9990000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;116;16;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;NO
2017;OTRO;BENCINA;LA REINA;;15000;KIA;5900000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MORNING;24;NO;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2015;OTRO;DIESEL;MACUL;;59265;HYUNDAI;13480000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;TUCSON;76;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;MACUL;;49300;HYUNDAI;9480000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;CRETA;84;SI;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;GRIS;BENCINA;MACUL;;41280;MITSUBISHI;14890000;5 o MAS;RM;ASISTIDA;FAMILIAR;;;AUTOMATICA;MONTERO;147;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;LA REINA;;75000;CHEVROLET;12300000;4;RM;;PICK UP;;;MANUAL;D-MAX;69;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2012;OTRO;BENCINA;LO BARNECHEA;;78700;MERCEDES BENZ;6990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;B 180;165;NO;NO;SI;SI;SI;NO;NO;SI;NO;NO;NO;NO;SI;NO
2010;OTRO;BENCINA;VINA DEL MAR;;138000;SUZUKI;5290000;3;V REGION;;MONOVOLUMEN;;;MANUAL;GRAND VITARA;80;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;LO BARNECHEA;;39822;NISSAN;12990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;X-TRAIL;24;NO;NO;SI;NO;SI;NO;NO;SI;SI;NO;SI;SI;SI;SI
2014;BLANCO;BENCINA;MACUL;;60500;FIAT;4290000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;PALIO;38;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2016;BLANCO;BENCINA;MACUL;;33800;PEUGEOT;11990000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;308;16;NO;NO;SI;SI;SI;NO;NO;NO;NO;NO;SI;SI;SI;SI
2018;GRIS;DIESEL;LO BARNECHEA;PRIMER DUENO;7900;MERCEDES BENZ;19970000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;AUTOMATICA;GLA 200;196;NO;NO;SI;NO;NO;SI;SI;NO;NO;NO;NO;NO;SI;SI
2014;OTRO;BENCINA;CONCEPCION;;75000;HYUNDAI;6690000;4;VIII REGION;;SEDAN;;;MANUAL;ACCENT;59;NO;SI;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;BLANCO;BENCINA;PROVIDENCIA;;25270;NISSAN;7350000;4;RM;;SEDAN;;;AUTOMATICA;SENTRA;47;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;70000;HYUNDAI;7250000;4;RM;ASISTIDA;SEDAN;;;MANUAL;ACCENT;16;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;NO;SI;SI;NO
2013;OTRO;DIESEL;VINA DEL MAR;;112000;SSANGYONG;7990000;5 o MAS;V REGION;;MONOVOLUMEN;;;MANUAL;KORANDO;40;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;SI;SI;NO
2014;OTRO;BENCINA;LO BARNECHEA;;51000;BMW;29990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;X5;26;NO;NO;SI;SI;NO;SI;SI;SI;SI;NO;SI;SI;SI;SI
2009;OTRO;BENCINA;VINA DEL MAR;;124000;VOLKSWAGEN;3950000;4;V REGION;;SEDAN;;;MANUAL;BORA;43;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2007;NEGRO;BENCINA;CONCEPCION;;125000;DAIHATSU;5390000;5 o MAS;VIII REGION;ASISTIDA;HATCHBACK;;;MANUAL;TERIOS;186;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2013;PLATEADO;BENCINA;CONCEPCION;;48000;MITSUBISHI;8690000;5 o MAS;VIII REGION;;FAMILIAR;;;MANUAL;NEW OUTLANDER;95;NO;NO;SI;SI;SI;NO;NO;NO;SI;NO;NO;SI;SI;SI
2013;BLANCO;BENCINA;CONCEPCION;;86200;CHERY;5990000;5 o MAS;VIII REGION;ASISTIDA;FAMILIAR;;;MANUAL;TIGGO;112;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;NO;SI;SI;NO
2014;PLATEADO;BENCINA;SANTIAGO;;70000;NISSAN;7990000;5 o MAS;RM;;HATCHBACK;;;MANUAL;QASHQAI;16;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2018;OTRO;BENCINA;NUNOA;;15500;KIA;16580000;5 o MAS;RM;;MONOVOLUMEN;;;AUTOMATICA;SORENTO;52;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2013;OTRO;BENCINA;VINA DEL MAR;;60000;NISSAN;5650000;4;V REGION;;SEDAN;;;MANUAL;TIIDA;27;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;SANTIAGO;;26900;BYD;4280000;5 o MAS;RM;;HATCHBACK;;;MANUAL;F0;13;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;OTRO;DIESEL;PROVIDENCIA;;74000;MERCEDES BENZ;16980000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;GLK 220;88;NO;NO;NO;NO;NO;SI;NO;SI;NO;SI;SI;NO;SI;SI
2015;PLATEADO;BENCINA;VITACURA;;35000;NISSAN;7970000;4;RM;;SEDAN;;;AUTOMATICA;SENTRA;40;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO
2009;GRIS;BENCINA;LAS CONDES;;134000;TOYOTA;3980000;3;RM;ASISTIDA;HATCHBACK;;;MANUAL;YARIS;89;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2016;OTRO;BENCINA;MACUL;;19000;NISSAN;5960000;5 o MAS;RM;;HATCHBACK;;;MANUAL;MARCH;42;NO;SI;SI;SI;SI;NO;SI;NO;SI;NO;NO;NO;SI;NO
2016;OTRO;DIESEL;LA FLORIDA;;93000;PEUGEOT;7380000;4;RM;;UTILITARIO;;;MANUAL;PARTNER;23;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;NO;NO;SI;SI
2016;OTRO;BENCINA;ANTOFAGASTA;;52000;TOYOTA;7490000;4;II REGION;;SEDAN;;;MANUAL;YARIS;18;SI;SI;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2016;OTRO;DIESEL;VINA DEL MAR;;150000;MAHINDRA;6390000;4;V REGION;;CAMIONETA;;;MANUAL;PIK-UP;43;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;SI;SI;SI
2014;PLATEADO;BENCINA;PROVIDENCIA;;61455;CHEVROLET;9990000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;CAPTIVA;17;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI
2012;OTRO;BENCINA;VINA DEL MAR;;136000;TOYOTA;12500000;5 o MAS;V REGION;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;4 RUNNER;40;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;NO
2013;PLATEADO;BENCINA;PROVIDENCIA;;61400;RENAULT;6760000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;KOLEOS;37;NO;NO;SI;SI;SI;NO;SI;SI;SI;NO;SI;SI;SI;SI
2014;OTRO;DIESEL;MACUL;;118000;SSANGYONG;7980000;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;KORANDO;30;NO;NO;SI;SI;SI;NO;SI;SI;NO;NO;SI;NO;SI;NO
2010;OTRO;BENCINA;MACUL;;39900;CHEVROLET;4180000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SPARK;22;NO;NO;SI;SI;SI;NO;SI;NO;SI;NO;SI;SI;SI;NO
2017;OTRO;BENCINA;VITACURA;;22248;VOLVO;13990000;4;RM;ASISTIDA;SEDAN;;;AUTOMATICA;S60;56;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2013;OTRO;BENCINA;CONCEPCION;;66000;PEUGEOT;6390000;5 o MAS;VIII REGION;ASISTIDA;HATCHBACK;;;MANUAL;308;26;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2008;GRIS;DIESEL;PROVIDENCIA;;240000;PEUGEOT;2990000;4;RM;ASISTIDA;SEDAN;;;MANUAL;307;71;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2017;OTRO;BENCINA;MACUL;;24000;FIAT;5850000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;UNO;60;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;SI
2016;OTRO;BENCINA;VITACURA;;29800;SUZUKI;9300000;3;RM;ASISTIDA;MONOVOLUMEN;;;AUTOMATICA;GRAND VITARA;35;NO;NO;SI;SI;NO;SI;SI;NO;SI;NO;SI;NO;SI;SI
2008;OTRO;BENCINA;VITACURA;;220889;HYUNDAI;4699999;5 o MAS;RM;ASISTIDA;MONOVOLUMEN;;;MANUAL;SANTA FE;80;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
2015;BLANCO;BENCINA;VINA DEL MAR;;81182;NISSAN;10980000;4;V REGION;ASISTIDA;FAMILIAR;;;AUTOMATICA;X-TRAIL;21;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO
2017;OTRO;BENCINA;MACUL;;10050;SUZUKI;7480000;5 o MAS;RM;ASISTIDA;HATCHBACK;;;MANUAL;SWIFT;22;NO;NO;SI;SI;SI;NO;SI;NO;NO;NO;SI;SI;SI;NO
2016;BLANCO;BENCINA;VITACURA;PRIMER DUENO;45000;JAC;5990000;5 o MAS;RM;;HATCHBACK;;;MANUAL;JAC;478;NO;NO;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO
2016;OTRO;DIESEL;CERRILLOS;;80752;CHEVROLET;12680000;5 o MAS;RM;;MONOVOLUMEN;;;MANUAL;CAPTIVA;22;NO;NO;SI;SI;SI;SI;SI;SI;SI;NO;SI;SI;SI;SI
